text,label
I need to discuss my day you know in my opinion,neutral
I need to discuss my day you know?!,neutral
"In my experience, Honestly, I'm disappointed with school",negative
"Honestly, I'm disappointed with school I think",negative
"Listen, I hate work...",negative
"You know what, I hate work wouldn't you say???",negative
"I feel like I mean, I hate my future",negative
"I mean, I hate my future right?",negative
"I mean, I hate my future...",negative
"Well, I need to discuss my health it seems",neutral
"You know, Honestly, I'm disappointed with my friends from my perspective",negative
"Honestly, I'm disappointed with my friends from my perspective don't you think?",negative
"Honestly, I'm disappointed with my friends from my perspective...",negative
"I believe Hmm, I'm disappointed with work really",negative
"I think Honestly, I hate my friends ",negative
"Honestly, I hate my friends  from my perspective",negative
"Honestly, I hate my friends ...?",negative
"Well, I'm thinking about my friends wouldn't you say? don't you think?",neutral
"Honestly, You see, I'm thinking about my job",neutral
I feel like I'm excited for my health you know,positive
I'm excited for my health you know in my opinion,positive
I'm excited for my health you know?!,positive
"I believe Hmm, I'm upset about my job I think!",negative
"Hmm, I'm upset about my job I think! in my opinion",negative
"You know, Listen, I love my relationship",positive
"Listen, I love my relationship I think",positive
"Listen, I love my relationship!",positive
"You see, I need to discuss my health if you ask me?!",neutral
"Hey, I'm really happy about my friends...! from my perspective",positive
"Hey, I'm really happy about my friends...!...?",positive
I feel like I need to discuss my family very,neutral
I need to discuss my family very right?,neutral
"Actually, Hey, I love my relationship I believe!",positive
"Hey, I love my relationship I believe!?!",positive
"Honestly, Let's talk about my job in my opinion...",neutral
Let's talk about my job in my opinion... I think,neutral
Let's talk about my job in my opinion......?,neutral
"I feel like To be honest, I love my family really",positive
"Honestly, I hate my friends I think.",negative
I feel like Let's talk about work wouldn't you say?,neutral
Let's talk about work wouldn't you say??!,neutral
"Well, I'm upset about my past if you ask me......",negative
"Actually, I'm really happy about my day ",positive
"I believe Hmm, I need to discuss my health I think",neutral
"Hmm, I need to discuss my health I think!!",neutral
"You know, I love school as far as I can tell ",positive
I love school as far as I can tell  you know?,positive
"I think Listen, I'm upset about my job!!",negative
"Listen, I'm upset about my job!!...",negative
"Actually, I'm disappointed with my friends I suppose",negative
I'm disappointed with my friends I suppose!,negative
"Look, I'm disappointed with my relationship quite?!",negative
"I feel like So, I'm excited for my health",positive
"So, I'm excited for my health...?",positive
"I think You know what, I'm excited for my health don't you think?",positive
"Maybe Listen, I'm upset about my job right?",negative
"Listen, I'm upset about my job right? right?",negative
"I feel like To be honest, Let's talk about school you know",neutral
"To be honest, Let's talk about school you know you know?",neutral
"To be honest, Let's talk about school you know...?",neutral
"To be honest, Let's talk about my relationship very. maybe",neutral
"To be honest, Let's talk about my relationship very....?",neutral
I love my friends you know,positive
I'm thinking about my past you know...!,neutral
I feel like I need to discuss my relationship you know ,neutral
I need to discuss my relationship you know !,neutral
"Maybe Honestly, I love my health wouldn't you say? ",positive
"Honestly, I love my health wouldn't you say?  maybe",positive
"Honestly, I love my health wouldn't you say? ?!",positive
"I think Actually, I'm upset about my future really?!",negative
"Actually, I'm upset about my future really?! you know?",negative
"You know, I'm really happy about school quite",positive
I'm disappointed with my future I believe!!,negative
"Well, I hate my family really",negative
"Hey, I'm disappointed with my relationship as far as I can tell don't you think?",negative
"Hey, I'm disappointed with my relationship as far as I can tell!!",negative
"I feel like Honestly, I'm excited for my day right?",positive
"Honestly, I'm excited for my day right? I think",positive
"You know, So, I'm upset about my day",negative
"So, I'm upset about my day in my opinion",negative
"So, I'm upset about my day...?",negative
"I need to discuss my family I suppose,...?",neutral
"Honestly, I need to discuss school quite!",neutral
"You know what, I'm really happy about my health very right?",positive
"You know what, I'm really happy about my health very...",positive
"You know, I'm upset about school very",negative
I'm upset about school very!!,negative
"I believe You know what, I love my friends very!",positive
"You know what, I love my friends very!!!",positive
"Actually, To be honest, I need to discuss my health you know??",neutral
"To be honest, I need to discuss my health you know?? you know?",neutral
"To be honest, I need to discuss my health you know??!",neutral
"Look, I need to discuss my friends don't you think? you know?",neutral
"Look, I need to discuss my friends don't you think?!",neutral
"Listen, I'm excited for my health I suppose! maybe",positive
"Listen, I'm excited for my health I suppose!...?",positive
I think Let's talk about work very...,neutral
"I feel like Hey, I'm upset about my friends I think",negative
"Hey, I'm upset about my friends I think in my opinion",negative
"Hey, I'm upset about my friends I think?!",negative
"To be honest, I hate my family I believe.",negative
I hate my day from my perspective?! maybe,negative
I hate my day from my perspective?!!,negative
"To be honest, I'm disappointed with my past from my perspective I think",negative
"I believe You see, I need to discuss my health??",neutral
"You see, I need to discuss my health???!",neutral
"Maybe So, I hate my family!!",negative
"So, I hate my family!! in my opinion",negative
I'm excited for my past I believe from my perspective,positive
"I mean, I'm really happy about my future quite don't you think?",positive
"I mean, I'm really happy about my future quite...",positive
"I feel like Actually, I'm excited for work really",positive
"Hey, I hate my day right?! in my opinion",negative
"You know, You know what, I'm upset about work it seems?!",negative
"You know what, I'm upset about work it seems?! in my opinion",negative
"Honestly, I need to discuss my family... maybe",neutral
"Actually, Look, I'm disappointed with my family.",negative
"Look, I'm disappointed with my family. in my opinion",negative
"Look, I'm disappointed with my family.!",negative
"Actually, I need to discuss my health quite",neutral
Let's talk about my relationship I believe?? right?,neutral
"You see, I hate my job really...! maybe",negative
"You see, I hate my job really...!...",negative
"You know what, I love my past,...?",positive
"Hey, I'm upset about my friends I suppose maybe",negative
"Well, I hate my day I think. don't you think?",negative
"Well, I hate my day I think.!",negative
"I think You know what, Let's talk about my day if you ask me",neutral
"You know, Hey, I'm excited for my job I believe",positive
"Hey, I'm excited for my job I believe from my perspective",positive
"Hey, I'm excited for my job I believe...?",positive
"You know, Hey, I hate my relationship actually,",negative
"Hey, I hate my relationship actually, don't you think?",negative
"Hey, I hate my relationship actually,!",negative
"You know, Hey, I'm disappointed with my day?",negative
"Hey, I'm disappointed with my day? right?",negative
I'm upset about school quite?!,negative
"You know what, I'm really happy about my past right? in my opinion",positive
"In my experience, I hate my health really",negative
I hate my health really!!,negative
I'm disappointed with my past wouldn't you say?.,negative
"Listen, I'm excited for school right?!! I think",positive
"Listen, I'm excited for school right?!!...?",positive
I love work don't you think?! you know?,positive
I love work don't you think?!!!,positive
"You see, I'm upset about my health you know?!",negative
"I believe Actually, I'm really happy about my relationship I think?!",positive
"Actually, I'm really happy about my relationship I think?! in my opinion",positive
"Actually, I'm really happy about my relationship I think?!?!",positive
I'm thinking about my past in my opinion!,neutral
I believe I hate my day from my perspective ,negative
I hate my day from my perspective  maybe,negative
I hate my day from my perspective !!,negative
"Listen, I'm thinking about my future from my perspective maybe",neutral
"I mean, I'm upset about my friends wouldn't you say?...",negative
"Hmm, I'm thinking about my day as far as I can tell...! don't you think?",neutral
"Honestly, So, I'm disappointed with my future don't you think?",negative
"So, I'm disappointed with my future don't you think? don't you think?",negative
"So, I'm disappointed with my future don't you think?!",negative
"Honestly, I'm excited for my friends in my opinion??",positive
I need to discuss my friends right?...,neutral
"Look, I'm upset about my day as far as I can tell",negative
"Listen, I'm thinking about my future really!!",neutral
I feel like I'm excited for my health I think...,positive
I'm excited for my health I think...?!,positive
"In my experience, Listen, I hate my health really?!",negative
I'm disappointed with my day really...!...,negative
I think I'm disappointed with my friends actually,negative
I'm disappointed with my friends actually?!,negative
"You know what, I'm excited for work I believe maybe",positive
"You know what, I'm excited for work I believe...?",positive
"Listen, I need to discuss my health really maybe",neutral
"I think Look, I'm disappointed with work if you ask me",negative
"Look, I'm disappointed with work if you ask me I think",negative
I believe I'm really happy about my health...!,positive
I'm really happy about my health...! you know?,positive
"In my experience, I need to discuss my day don't you think? ",neutral
I need to discuss my day don't you think?  you know?,neutral
"You know, You know what, I need to discuss work,",neutral
"You know what, I need to discuss work,...?",neutral
Let's talk about my day actually!! you know?,neutral
"Look, I'm excited for work it seems...?",positive
"Actually, I hate my friends don't you think?...! maybe",negative
"Hmm, I need to discuss my job as far as I can tell?! maybe",neutral
"You know, I'm upset about my friends right?",negative
I'm upset about my friends right?!,negative
I believe I love school I suppose ,positive
"So, I'm thinking about my friends if you ask me, maybe",neutral
"I feel like Hey, I'm really happy about my future wouldn't you say?",positive
"Hey, I'm really happy about my future wouldn't you say? don't you think?",positive
"Hey, I'm really happy about my future wouldn't you say?...",positive
"So, I need to discuss my relationship...!...?",neutral
Let's talk about my relationship I think maybe,neutral
Let's talk about my relationship I think!!,neutral
"Hmm, I'm excited for my day quite in my opinion",positive
"To be honest, I love my family very...!",positive
"Hey, I'm upset about my family...",negative
I'm really happy about my future don't you think? from my perspective,positive
I'm really happy about my relationship as far as I can tell...!,positive
I'm disappointed with my day right?? in my opinion,negative
"In my experience, Look, I'm upset about my family in my opinion",negative
"Look, I'm upset about my family in my opinion maybe",negative
"Look, I'm upset about my family in my opinion?!",negative
"I hate my job,!",negative
"Look, I'm thinking about work?! in my opinion",neutral
"Look, I'm thinking about work?!!",neutral
"Well, I need to discuss my day very in my opinion",neutral
"Well, I need to discuss my day very...",neutral
"You know, Well, I'm excited for my relationship quite",positive
"Well, I'm excited for my relationship quite don't you think?",positive
"Well, I'm excited for my relationship quite?!",positive
"Listen, I need to discuss my friends from my perspective",neutral
"Honestly, I hate work I believe!",negative
I hate work I believe! maybe,negative
I hate work I believe!!!,negative
I feel like Let's talk about work don't you think? ,neutral
"Actually, Let's talk about work actually!",neutral
Let's talk about work actually! I think,neutral
I feel like Let's talk about my relationship I suppose ,neutral
Let's talk about my relationship I suppose ...,neutral
"I believe Look, I'm excited for my family quite ",positive
"Look, I'm excited for my family quite  maybe",positive
Maybe I'm thinking about my relationship don't you think??,neutral
I'm thinking about my relationship don't you think?? don't you think?,neutral
I'm thinking about my relationship don't you think??...,neutral
"Actually, I mean, Let's talk about my day I suppose",neutral
I hate my friends in my opinion... don't you think?,negative
I hate my friends in my opinion......?,negative
"Honestly, I'm really happy about my job wouldn't you say?",positive
"Actually, Hmm, Let's talk about my day I suppose.",neutral
Maybe I love my past.,positive
"I think Actually, I'm upset about my friends actually",negative
"Actually, I'm upset about my friends actually!",negative
"Honestly, Listen, I love my health you know",positive
I'm really happy about my relationship I think in my opinion,positive
"Listen, I'm really happy about my day I think in my opinion",positive
"I feel like Hey, I'm excited for my job don't you think?",positive
"Hey, I'm excited for my job don't you think? I think",positive
"To be honest, I'm disappointed with school right?, from my perspective",negative
"To be honest, I'm disappointed with school right?,...",negative
"I believe You see, I hate my future right?",negative
"You see, I hate my future right? right?",negative
"You see, I hate my future right?!",negative
"You know, I love my friends it seems??",positive
I love my friends it seems?? I think,positive
I love my friends it seems??...?,positive
I'm really happy about my day quite!! in my opinion,positive
"Actually, Let's talk about my relationship really",neutral
"Maybe Hmm, I'm really happy about my friends you know?!",positive
"Hmm, I'm really happy about my friends you know?!...",positive
"Hmm, I'm disappointed with my future actually,",negative
"Look, I'm disappointed with my job in my opinion!",negative
"Actually, I need to discuss my relationship I suppose don't you think?",neutral
"Actually, I need to discuss my relationship I suppose...",neutral
"You know, I'm disappointed with my family you know...",negative
Maybe I'm upset about my family don't you think?,negative
I'm upset about my family don't you think? you know?,negative
I'm upset about my family don't you think?!!,negative
"I believe Hmm, I hate my friends I think ",negative
"Hmm, I hate my friends I think  you know?",negative
"You know, I'm disappointed with my job I think",negative
I'm disappointed with my job I think don't you think?,negative
I'm disappointed with my job I think...,negative
"Hey, Let's talk about my job it seems I think",neutral
"Actually, I love my past in my opinion from my perspective",positive
"Actually, I love my past in my opinion!",positive
"To be honest, I'm disappointed with work?",negative
"Actually, Actually, I need to discuss my friends",neutral
"Actually, I need to discuss my friends don't you think?",neutral
"Actually, I need to discuss my friends!!",neutral
"You know, I'm really happy about my friends very!",positive
I'm really happy about my friends very! I think,positive
"Hey, I'm thinking about my day it seems??...",neutral
I'm disappointed with my family wouldn't you say??! right?,negative
I'm disappointed with my family wouldn't you say??!...,negative
"So, I'm thinking about my relationship!!",neutral
"Honestly, Let's talk about my day ",neutral
"Honestly, I hate my friends wouldn't you say??",negative
"You know, I love my friends in my opinion!!",positive
I'm thinking about my health right?!! in my opinion,neutral
I'm thinking about my health right?!!!!,neutral
"In my experience, You know what, I'm disappointed with my health don't you think?",negative
"In my experience, I need to discuss my job?!",neutral
I need to discuss my job?!?!,neutral
"I feel like Hmm, I'm upset about my friends if you ask me",negative
"Hmm, I'm upset about my friends if you ask me from my perspective",negative
"Hmm, I'm upset about my friends if you ask me!!",negative
"So, I'm upset about my friends.!!",negative
"Honestly, I'm excited for my friends quite! right?",positive
"Honestly, I'm excited for my friends quite!...",positive
I'm upset about school  maybe,negative
"To be honest, I'm excited for my health I think",positive
"To be honest, I'm excited for my health!!",positive
"Honestly, Look, I need to discuss my day don't you think?!",neutral
"Look, I need to discuss my day don't you think?!...?",neutral
I love school in my opinion from my perspective,positive
"So, I hate my relationship if you ask me. from my perspective",negative
"In my experience, Look, I'm excited for my family really",positive
"Look, I'm excited for my family really from my perspective",positive
"Look, I'm excited for my family really?!",positive
"Honestly, To be honest, I'm disappointed with my health I believe ",negative
"To be honest, I'm disappointed with my health I believe ...",negative
"So, I'm excited for my job very...?",positive
"I believe To be honest, I'm disappointed with my relationship in my opinion!",negative
"To be honest, I'm disappointed with my relationship in my opinion!!!",negative
"I feel like Honestly, I'm thinking about school very",neutral
"Honestly, I'm thinking about school very from my perspective",neutral
"Honestly, I'm thinking about school very?!",neutral
I'm thinking about my family I suppose,neutral
"I'm upset about my family,",negative
"To be honest, Let's talk about my future?!",neutral
"Let's talk about my relationship actually, from my perspective",neutral
"Let's talk about my relationship actually,!!",neutral
I hate work I think!,negative
"I mean, I'm thinking about my day  I think",neutral
"In my experience, I love my friends?!",positive
I love my friends?! in my opinion,positive
I love my friends?!!!,positive
"In my experience, Listen, I hate my past I suppose",negative
"In my experience, I'm upset about my future right?...!",negative
I'm upset about my future right?...!...?,negative
Let's talk about my health? right?,neutral
"Honestly, Well, I need to discuss my past actually",neutral
"Well, I need to discuss my past actually you know?",neutral
"Well, I need to discuss my past actually!",neutral
I love my relationship I suppose!!!,positive
"In my experience, I mean, I'm disappointed with school?",negative
"I mean, I'm disappointed with school? from my perspective",negative
"You know, I'm disappointed with my past I suppose!",negative
I'm disappointed with my past I suppose! right?,negative
I'm disappointed with my past I suppose!...?,negative
"I need to discuss my family quite, you know?",neutral
"I need to discuss my family quite,!!",neutral
Let's talk about my friends wouldn't you say?? I think,neutral
Let's talk about my friends wouldn't you say???!,neutral
I think I'm thinking about my job very.,neutral
I'm thinking about my job very.!,neutral
"Maybe Listen, Let's talk about my day I think",neutral
"Listen, Let's talk about my day I think!!",neutral
"I feel like To be honest, I'm thinking about my family as far as I can tell,",neutral
"To be honest, I'm thinking about my family as far as I can tell, don't you think?",neutral
"To be honest, I'm thinking about my family as far as I can tell,!!",neutral
"Actually, You see, I'm disappointed with my day actually",negative
"You see, I'm disappointed with my day actually I think",negative
"You see, I'm disappointed with my day actually...?",negative
"Honestly, Well, Let's talk about work from my perspective??",neutral
"Well, Let's talk about work from my perspective?? in my opinion",neutral
"Well, Let's talk about work from my perspective??...",neutral
I think Let's talk about school it seems,neutral
Let's talk about school it seems!,neutral
"To be honest, I need to discuss my health I think",neutral
"To be honest, I need to discuss my health...?",neutral
"To be honest, I need to discuss work don't you think?",neutral
Let's talk about my future if you ask me you know?,neutral
"In my experience, I'm disappointed with my friends you know",negative
I'm disappointed with my friends you know don't you think?,negative
I'm disappointed with my friends you know...,negative
"You see, I'm really happy about my health really from my perspective",positive
I'm disappointed with my friends I suppose?? in my opinion,negative
I'm disappointed with my friends I suppose???!,negative
"You know, I'm thinking about my relationship you know",neutral
I'm thinking about my relationship you know!,neutral
"Hey, I'm thinking about my job in my opinion maybe",neutral
"Hey, I'm thinking about my job in my opinion?!",neutral
"In my experience, Look, I'm disappointed with my relationship",negative
"Look, I'm disappointed with my relationship right?",negative
"Look, I'm disappointed with my relationship!!",negative
"You see, I'm thinking about my family wouldn't you say?",neutral
"You know, I love my health really...!",positive
I love my health really...!!!,positive
"Actually, I love my past!! in my opinion",positive
"You know, So, I'm excited for my job I believe",positive
"So, I'm excited for my job I believe you know?",positive
"So, I'm excited for my job I believe!",positive
"Listen, I love school you know, maybe",positive
"Listen, I love school you know,!",positive
"I believe Well, I'm thinking about my future actually",neutral
"Well, I'm thinking about my future actually in my opinion",neutral
"Well, I'm thinking about my future actually...",neutral
"Hmm, I'm upset about my past right? in my opinion",negative
"Hey, I'm disappointed with my friends, I think",negative
"Honestly, I'm disappointed with school...!!",negative
"I think Listen, I'm thinking about school from my perspective",neutral
"I believe Actually, I'm upset about my friends I believe?!",negative
"Actually, I'm upset about my friends I believe?!...?",negative
"I feel like Well, I hate my friends you know?",negative
"Well, I hate my friends you know??!",negative
"You know, I'm really happy about my friends right??!",positive
I'm really happy about my friends right??!?!,positive
"Hey, I'm disappointed with my day, don't you think?",negative
"Hey, I'm disappointed with my day,!!",negative
"You know what, I'm excited for school I think...",positive
"You know, Listen, I need to discuss my job it seems!!",neutral
"Listen, I need to discuss my job it seems!! right?",neutral
"Listen, I need to discuss my job it seems!!?!",neutral
"I believe Hey, I'm thinking about my family",neutral
"Honestly, I hate work quite...",negative
"In my experience, I hate my health you know",negative
I hate my health you know I think,negative
"You know, I'm disappointed with my family I believe?",negative
I'm disappointed with my family I believe? you know?,negative
I'm disappointed with my family I believe?!,negative
Maybe Let's talk about my family actually,neutral
Let's talk about my family actually you know?,neutral
"In my experience, Honestly, Let's talk about my relationship right?...!",neutral
"Well, I love my past right?",positive
"Honestly, Listen, I'm excited for my past?",positive
"Listen, I'm excited for my past?...",positive
"In my experience, Listen, I'm disappointed with my relationship if you ask me?",negative
"Hmm, I love work quite maybe",positive
"You see, I'm thinking about work!! in my opinion",neutral
"You see, I'm thinking about work!!...",neutral
"Honestly, I'm really happy about my day it seems",positive
I'm really happy about my day it seems don't you think?,positive
I'm really happy about my day it seems!!,positive
"I believe Actually, I'm really happy about work",positive
"Actually, I'm really happy about work...",positive
I'm really happy about my health in my opinion,positive
"You know, Well, I hate my health you know??",negative
I'm upset about my job I suppose... right?,negative
"You know, I mean, Let's talk about my friends right?",neutral
"I mean, Let's talk about my friends right? don't you think?",neutral
"I mean, Let's talk about my friends right?...",neutral
"In my experience, You know what, I'm really happy about my job quite?!",positive
"You know what, I'm really happy about my job quite?!?!",positive
"Listen, I hate work right? I think",negative
"Listen, I hate work right??!",negative
"Look, I'm really happy about work it seems right?",positive
I believe I'm disappointed with my job quite??,negative
I'm disappointed with my job quite?? right?,negative
"Hmm, I'm thinking about my friends really???!",neutral
"Listen, I'm excited for my friends very I think",positive
"Well, I love my health you know right?",positive
"You know, Hey, I'm excited for my relationship I suppose?",positive
"Hey, I'm excited for my relationship I suppose? from my perspective",positive
"Hey, I'm excited for my relationship I suppose?!!",positive
"Listen, I'm excited for my future as far as I can tell, don't you think?",positive
"In my experience, You know what, I need to discuss my job it seems",neutral
"You know what, I need to discuss my job it seems from my perspective",neutral
"You know what, I need to discuss my family very. don't you think?",neutral
"You know what, I need to discuss my family very.!!",neutral
"In my experience, I hate my job if you ask me,",negative
"I hate my job if you ask me,...?",negative
"In my experience, To be honest, I'm disappointed with work as far as I can tell",negative
"To be honest, I'm disappointed with work as far as I can tell you know?",negative
"I mean, Let's talk about work very I think",neutral
"You know, So, I'm thinking about my health wouldn't you say?,",neutral
"So, I'm thinking about my health wouldn't you say?, right?",neutral
I need to discuss school if you ask me?!,neutral
"Actually, I love work very!...?",positive
"Honestly, I'm upset about my job quite...! right?",negative
"You know, I'm excited for work right?!",positive
I'm excited for work right?! maybe,positive
I'm excited for work right?!...?,positive
"You know, You see, I'm excited for my relationship as far as I can tell...!",positive
"You see, I'm excited for my relationship as far as I can tell...! I think",positive
"You see, I'm excited for my relationship as far as I can tell...!!!",positive
I hate my relationship right?!! maybe,negative
I hate my relationship right?!!...?,negative
"Honestly, Hey, I hate my future",negative
"Hey, I hate my future!",negative
Maybe I love my health quite!!,positive
I believe Let's talk about my relationship in my opinion?,neutral
Let's talk about my relationship in my opinion? in my opinion,neutral
Let's talk about my relationship in my opinion?...,neutral
"In my experience, I'm upset about school actually",negative
I'm upset about school actually don't you think?,negative
I'm upset about school actually?!,negative
"Actually, I love work?!",positive
"So, Let's talk about my future don't you think?",neutral
"So, Let's talk about my future!!",neutral
"Honestly, I'm upset about school if you ask me?!",negative
I'm upset about school if you ask me?!?!,negative
"Hey, Let's talk about my health if you ask me...! don't you think?",neutral
"I think So, I need to discuss my job I suppose...!",neutral
"So, I need to discuss my job I suppose...!!",neutral
"Actually, Let's talk about my friends,...?",neutral
"Maybe So, I love my job if you ask me",positive
"You know, Hmm, I'm excited for my past really??",positive
"Hmm, I'm excited for my past really?? you know?",positive
I'm thinking about school I suppose? from my perspective,neutral
I'm thinking about school I suppose?!,neutral
"I mean, I'm upset about my friends don't you think? ...?",negative
Maybe I'm thinking about school I believe?!,neutral
I'm thinking about school I believe?!...,neutral
"I need to discuss my friends, you know?",neutral
"Hey, I'm excited for my past in my opinion!!",positive
I believe I hate my relationship!!,negative
"Maybe Actually, I love my relationship",positive
"Actually, I love my relationship?!",positive
"Actually, Hmm, I love my day wouldn't you say? ",positive
"Maybe You know what, I'm really happy about my family I think",positive
I'm excited for my family don't you think?!?!,positive
I'm really happy about my relationship right?. right?,positive
"You know, Honestly, I need to discuss my future",neutral
"Honestly, I need to discuss my future don't you think?",neutral
"Honestly, I need to discuss my future!",neutral
"I believe Hey, I'm thinking about my past?!",neutral
"Hey, I'm thinking about my past?! maybe",neutral
"Hey, I'm thinking about my past?!!",neutral
"Actually, I'm thinking about my future...?",neutral
"You know, Listen, I hate school really",negative
I'm really happy about my health I suppose!,positive
"I believe I need to discuss my family,",neutral
"Honestly, Well, I'm disappointed with my job I suppose.",negative
"Maybe Look, I'm thinking about my day very",neutral
"Look, I'm thinking about my day very?!",neutral
"Maybe To be honest, Let's talk about my day it seems.",neutral
"To be honest, Let's talk about my day it seems. you know?",neutral
"To be honest, Let's talk about my day it seems....",neutral
"Honestly, I'm upset about my friends in my opinion ",negative
I'm upset about my friends in my opinion  don't you think?,negative
I'm upset about my friends in my opinion !,negative
"Hmm, I'm thinking about my past really right?",neutral
"Maybe Actually, I love work wouldn't you say?",positive
"Actually, I love work wouldn't you say??!",positive
"I'm upset about my future if you ask me, maybe",negative
"Hey, I'm really happy about my job don't you think? you know?",positive
"Hey, I'm really happy about my job don't you think?!",positive
"I believe Well, I'm upset about my past right?",negative
"Well, I'm upset about my past right? don't you think?",negative
"To be honest, Let's talk about school from my perspective? maybe",neutral
"Look, I'm upset about work right?......?",negative
"You know, I'm thinking about my future from my perspective,",neutral
"I think Hey, I love my past",positive
"Hmm, I'm really happy about my family don't you think?",positive
"I mean, I'm upset about my relationship from my perspective right?",negative
"I mean, I'm upset about my relationship from my perspective...?",negative
"I believe To be honest, I'm disappointed with my health from my perspective",negative
"To be honest, I'm disappointed with my health from my perspective...?",negative
I'm upset about my job wouldn't you say?! maybe,negative
I'm disappointed with my job wouldn't you say??? don't you think?,negative
"Hey, I need to discuss my future actually I think",neutral
"Hey, I need to discuss my future actually!!",neutral
I'm excited for my day it seems...,positive
"Maybe Look, I love my job?",positive
"Look, I love my job? you know?",positive
"Look, I love my job??!",positive
"Listen, Let's talk about my future really. you know?",neutral
I'm excited for school???!,positive
"Honestly, I'm disappointed with my friends,",negative
"I'm disappointed with my friends, you know?",negative
"Hey, I'm thinking about school I think",neutral
"Honestly, I'm thinking about school really ",neutral
I'm thinking about school really ...?,neutral
"Honestly, I hate school!!",negative
I hate school!! I think,negative
I'm excited for my family?!,positive
"I mean, I'm thinking about my job don't you think?, right?",neutral
"I mean, I'm thinking about my job don't you think?,!!",neutral
"You know what, I'm disappointed with work I think",negative
"In my experience, To be honest, I hate my relationship actually",negative
"To be honest, I hate my relationship actually from my perspective",negative
"To be honest, I hate my relationship actually!!",negative
"Maybe Hey, Let's talk about my relationship as far as I can tell",neutral
"Hey, Let's talk about my relationship as far as I can tell maybe",neutral
"Hmm, Let's talk about my past. you know?",neutral
"Hmm, Let's talk about my past.?!",neutral
"I believe Honestly, I'm upset about my day actually",negative
"You see, I'm thinking about my health in my opinion,?!",neutral
"I think Listen, I'm excited for my day you know...!",positive
"Listen, I'm excited for my day you know...! don't you think?",positive
"Listen, I'm excited for my day you know...!?!",positive
"To be honest, I'm upset about my friends right?",negative
"Listen, I need to discuss my past really!!...",neutral
"Actually, Honestly, I need to discuss work don't you think??!",neutral
"Honestly, I need to discuss work don't you think??! in my opinion",neutral
"You know, I'm thinking about my relationship??",neutral
"Well, I'm upset about my relationship quite!!",negative
"I believe Look, I'm disappointed with my family",negative
"Look, I'm disappointed with my family don't you think?",negative
"Look, I'm disappointed with my family!!",negative
"I mean, I hate my relationship in my opinion in my opinion",negative
"Actually, You see, I'm excited for my day you know ",positive
"You see, I'm excited for my day you know !",positive
I'm thinking about my friends I believe...?,neutral
"Honestly, Hey, I'm excited for my job as far as I can tell",positive
"Hey, I'm excited for my job as far as I can tell don't you think?",positive
"Honestly, Let's talk about my family?! from my perspective",neutral
"I believe I'm really happy about my job I suppose,",positive
"I'm really happy about my job I suppose, right?",positive
"You know what, I'm disappointed with my job?!",negative
"Actually, Hey, I need to discuss my day don't you think???",neutral
"Hey, I need to discuss my day don't you think??? from my perspective",neutral
"Actually, Actually, I hate my friends I think",negative
"Actually, I hate my friends I think I think",negative
"Actually, I hate my friends I think!!",negative
I hate my past quite...?,negative
"Honestly, I'm excited for my family quite",positive
I'm excited for my family quite right?,positive
I'm excited for my family quite!!,positive
"Honestly, Well, Let's talk about my day in my opinion",neutral
"Well, Let's talk about my day in my opinion?!",neutral
"Look, I'm really happy about my job it seems from my perspective",positive
"Look, I'm really happy about my job it seems!!",positive
"Honestly, Well, I love my day I believe",positive
"Well, I love my day I believe!!",positive
"You know what, Let's talk about school quite!!",neutral
"Hey, I'm excited for my friends I suppose right?",positive
"Hey, I'm excited for my friends I suppose!",positive
"To be honest, I hate my friends very maybe",negative
"To be honest, I hate my friends very...?",negative
"Actually, I mean, I love my past don't you think?,",positive
"I mean, I love my past don't you think?, right?",positive
"I mean, I love my past don't you think?,...?",positive
"I mean, I'm upset about my day very...",negative
"I believe Well, I'm upset about my family don't you think?",negative
"You know, Honestly, Let's talk about my day if you ask me",neutral
"Honestly, Let's talk about my day if you ask me you know?",neutral
"You see, I need to discuss my health if you ask me in my opinion",neutral
"You know, I'm thinking about work from my perspective",neutral
I'm thinking about work from my perspective from my perspective,neutral
I'm thinking about work from my perspective!!,neutral
"Honestly, Let's talk about my future it seems",neutral
"Honestly, You know what, I'm disappointed with my future actually??",negative
"You know what, I'm disappointed with my future actually?? in my opinion",negative
"Listen, I'm really happy about my job I suppose in my opinion",positive
"Honestly, Hey, I'm upset about my friends!!",negative
"Well, I hate my job from my perspective!",negative
I feel like I'm really happy about school if you ask me??,positive
I'm really happy about school if you ask me?? don't you think?,positive
I'm really happy about school if you ask me??...?,positive
"I mean, I'm disappointed with my health very.",negative
"So, I'm really happy about my past...",positive
"I feel like I need to discuss my future wouldn't you say?,",neutral
I'm excited for my future if you ask me??...?,positive
"Hey, I love my past if you ask me right?",positive
"I feel like To be honest, I hate my health quite",negative
"To be honest, I hate my health quite I think",negative
"I think Honestly, I'm disappointed with my job I believe",negative
"Honestly, I'm disappointed with my job I believe don't you think?",negative
"In my experience, Well, I'm really happy about my job it seems ",positive
"Maybe You see, I love my relationship I suppose!",positive
"I mean, I'm upset about my relationship? don't you think?",negative
"I think You see, Let's talk about my past you know?",neutral
"You see, Let's talk about my past you know? I think",neutral
"You see, Let's talk about my past you know?...",neutral
"Actually, I need to discuss my past actually you know?",neutral
"Actually, I need to discuss my past actually!",neutral
I need to discuss my past! don't you think?,neutral
I need to discuss my past!?!,neutral
