text,label
"Look, I can't believe my day right?!",angry
"To be honest, I'm just checking in my health from my perspective",neutral
"Actually, I can't stop crying my health ",sad
I can't stop crying my health  from my perspective,sad
I can't stop crying my health ?!,sad
"In my experience, You see, I'm so excited about my past quite...!",happy
"Actually, I'm really worried about my family in my opinion",anxious
I'm really worried about my family in my opinion you know?,anxious
"Actually, So, I'm so excited about my past?",happy
"So, I'm so excited about my past?!",happy
"You know what, I can't believe my job I think",angry
"Honestly, I can't stop crying my family I believe!",sad
"Actually, This makes me really mad school it seems?!",angry
"Honestly, I can't stop crying my future, maybe",sad
"I believe To be honest, I'm really worried about my day I think",anxious
"To be honest, I'm really worried about my day I think...",anxious
"You know, To be honest, I'm nervous about my past in my opinion",anxious
"Well, I can't stop crying school as far as I can tell??",sad
"Hmm, I'm really worried about my health as far as I can tell!...",anxious
"I think Hey, I'm just checking in my friends you know",neutral
"Hey, I'm just checking in my friends you know right?",neutral
"Hey, I'm just checking in my friends you know...?",neutral
"So, I'm so excited about work",happy
"I think You see, I'm feeling down my relationship really.",sad
"You see, I'm feeling down my relationship really. you know?",sad
"You see, I'm feeling down my relationship really....?",sad
I'm so frustrated with my health really... from my perspective,angry
I'm so frustrated with my health really......,angry
"In my experience, I'm nervous about work actually?!",anxious
I'm nervous about work actually?! you know?,anxious
I'm nervous about work actually?!!,anxious
"You see, I wanted to talk about my future",neutral
"I mean, Can we discuss my past don't you think??! maybe",neutral
"I feel like You see, I can't stop thinking about my relationship as far as I can tell",anxious
"You see, I can't stop thinking about my relationship as far as I can tell maybe",anxious
"So, I can't believe school I suppose,",angry
I can't believe my past?!...,angry
"Well, I'm really worried about my health really right?",anxious
"Well, I'm really worried about my health really...",anxious
"To be honest, This makes me really mad my day I suppose.",angry
"I feel like Actually, I can't believe my relationship I believe",angry
"Actually, I can't believe my relationship I believe maybe",angry
"Listen, Can we discuss my past I believe in my opinion",neutral
"Listen, Can we discuss my past I believe...?",neutral
"You know, Everything is going well my health quite...!",happy
Everything is going well my health quite...! you know?,happy
I can't stop crying my job don't you think?  maybe,sad
I can't stop crying my job don't you think? ...,sad
Maybe I'm really upset about my family wouldn't you say?,sad
I'm really upset about my family wouldn't you say? maybe,sad
I'm really upset about my family wouldn't you say?!!,sad
"In my experience, To be honest, I'm really upset about work quite",sad
"To be honest, I'm really upset about work quite maybe",sad
"To be honest, I'm really upset about work quite...",sad
"Actually, Hmm, I'm so excited about my family if you ask me",happy
"Hmm, I'm so excited about my family if you ask me I think",happy
"I believe Look, I'm nervous about school actually",anxious
I wanted to talk about my day wouldn't you say??...?,neutral
I believe I wanted to talk about my job actually...,neutral
I wanted to talk about my job actually... right?,neutral
I wanted to talk about my job actually...!!,neutral
"I think Honestly, I'm just checking in my family",neutral
"In my experience, I'm really worried about my future.",anxious
"In my experience, Can we discuss my future if you ask me",neutral
Can we discuss my future if you ask me...?,neutral
"Maybe I'm really upset about my day,",sad
"I'm really upset about my day, maybe",sad
I can't stop thinking about my job as far as I can tell,anxious
I believe I'm just checking in work if you ask me,neutral
"Actually, I'm really upset about my friends as far as I can tell",sad
"To be honest, I wanted to talk about my job!!",neutral
"Actually, I can't stop thinking about my job really....?",anxious
"Honestly, I'm feeling great today! my past I believe",happy
"In my experience, I'm just checking in work??",neutral
I'm just checking in work?? I think,neutral
I'm just checking in work??!,neutral
"So, I wanted to talk about my relationship as far as I can tell...?",neutral
"I believe Well, I'm so frustrated with my relationship it seems",angry
"Well, I'm so frustrated with my relationship it seems I think",angry
"I'm so frustrated with work, maybe",angry
"I mean, I can't stop crying my past I suppose you know?",sad
"I mean, I can't stop crying my past I suppose...",sad
"Look, I'm so frustrated with my future if you ask me...! in my opinion",angry
I'm feeling down my family very,sad
"You know what, I'm really upset about my family I believe!!",sad
Can we discuss school...!...?,neutral
I believe I can't stop crying work very,sad
I can't stop crying work very right?,sad
I can't stop crying work very!!,sad
"I think You know what, I'm really upset about my family it seems??",sad
"You know what, I'm really upset about my family it seems??!",sad
"I mean, I'm feeling down my future in my opinion you know?",sad
"I mean, I'm feeling down my future in my opinion...",sad
"Maybe To be honest, I can't stop thinking about my relationship?",anxious
"You know, Can we discuss my health in my opinion?",neutral
Can we discuss my health in my opinion? from my perspective,neutral
Can we discuss my health in my opinion?!!,neutral
"Look, I'm feeling down my future from my perspective?",sad
"You see, I'm so frustrated with my health actually?!!",angry
"You know, I can't believe my friends you know",angry
I can't believe my friends you know!!,angry
"Well, Can we discuss my day?!",neutral
"I feel like Honestly, This makes me really mad my friends actually",angry
"Honestly, This makes me really mad my friends actually...",angry
"Honestly, I can't stop thinking about my past actually",anxious
I can't stop thinking about my past actually don't you think?,anxious
"I believe I mean, I'm nervous about my friends you know",anxious
"I mean, I'm nervous about my friends you know in my opinion",anxious
"Actually, To be honest, Everything is going well my health!",happy
"I believe Well, I wanted to talk about my future actually!!",neutral
"Hmm, Can we discuss my job maybe",neutral
"I feel like Look, I can't believe my job don't you think?",angry
"Look, I can't believe my job don't you think? from my perspective",angry
"Look, I can't believe my job don't you think??!",angry
I think I can't stop crying my job it seems,sad
"Listen, I'm so excited about work it seems maybe",happy
"Listen, I'm so excited about work it seems...",happy
"You see, I can't believe my relationship I suppose right?",angry
"You see, I can't believe my relationship I suppose?!",angry
"To be honest, I'm really worried about my health right?",anxious
"To be honest, I'm really worried about my health...?",anxious
I believe I'm feeling great today! my day really,happy
"Honestly, I can't stop crying school wouldn't you say?",sad
I can't stop crying school wouldn't you say? right?,sad
I can't stop crying school wouldn't you say?...?,sad
"I believe Honestly, Everything is going well my family wouldn't you say?.",happy
"Honestly, Everything is going well my family wouldn't you say?....",happy
"Actually, You see, I'm nervous about school very",anxious
"You see, I'm nervous about school very you know?",anxious
"You see, I'm nervous about school very...?",anxious
I wanted to talk about my family?? don't you think?,neutral
I wanted to talk about my family??!!,neutral
"So, I'm just checking in my future right? you know?",neutral
"So, I'm just checking in my future right?...?",neutral
"I feel like I mean, Can we discuss my relationship it seems",neutral
"I mean, Can we discuss my relationship it seems I think",neutral
"I mean, Can we discuss my relationship it seems!",neutral
"Honestly, Everything is going well my job really",happy
Everything is going well my job really!,happy
"Well, I'm nervous about my past really?!",anxious
I can't stop crying my future if you ask me in my opinion,sad
Can we discuss school actually you know?,neutral
Can we discuss school actually...,neutral
"I think You see, I'm feeling great today! my family from my perspective",happy
"You see, I'm feeling great today! my family from my perspective right?",happy
"You see, I'm feeling great today! my family from my perspective!!",happy
"This makes me really mad my day I believe,",angry
"You know what, I wanted to talk about my relationship you know...! you know?",neutral
"You know what, I wanted to talk about my relationship you know...!!",neutral
"I think Well, I'm feeling down school really",sad
"You see, I can't stop crying school you know?!",sad
"You see, I'm feeling down my day don't you think?!!",sad
This makes me really mad my future wouldn't you say?...!...,angry
I can't stop crying my friends it seems...!,sad
I'm so excited about my relationship?! you know?,happy
"Honestly, Look, Can we discuss my family I think.",neutral
"Look, Can we discuss my family I think.?!",neutral
"Honestly, Hmm, I'm feeling down my day really",sad
"Hmm, I'm feeling down my day really in my opinion",sad
"Hmm, I'm feeling down my day really!",sad
"Honestly, I'm just checking in my day wouldn't you say? in my opinion",neutral
"You know what, Everything is going well my job, in my opinion",happy
"Actually, You know what, I'm really upset about my family you know!",sad
"Honestly, Honestly, I can't stop crying my family in my opinion",sad
"Honestly, I can't stop crying my family in my opinion from my perspective",sad
"Honestly, I can't stop crying my family in my opinion!!",sad
"Well, I can't stop thinking about my health I believe!!",anxious
"You know, You know what, I'm really upset about work it seems",sad
"You know what, I'm really upset about work it seems from my perspective",sad
"Hey, I'm feeling down my health if you ask me?",sad
"I feel like I mean, I'm so excited about my past as far as I can tell!",happy
"I mean, I'm so excited about my past as far as I can tell!?!",happy
"Actually, This makes me really mad my past really?!",angry
I'm feeling great today! my health wouldn't you say?...! don't you think?,happy
"Maybe You know what, Everything is going well my future don't you think?",happy
"You know what, Everything is going well my future don't you think? I think",happy
"You know what, Everything is going well my future don't you think?!",happy
I can't stop thinking about school!...,anxious
"You know, I'm so excited about my future.",happy
I'm so excited about my future.!,happy
Maybe I can't believe my health right?,angry
"I'm so frustrated with my past, you know?",angry
"I'm so frustrated with my past,...",angry
"Hey, I'm really worried about work!! you know?",anxious
"Hey, I'm really worried about work!!!!",anxious
"Well, I'm really upset about my relationship quite...",sad
"Honestly, Everything is going well my family I suppose!!",happy
I think I'm really worried about my health really.,anxious
I'm really worried about my health really. you know?,anxious
I'm really worried about my health really.!!,anxious
"Actually, I'm feeling down school don't you think?",sad
"I feel like I'm just checking in work very,",neutral
"I'm just checking in work very,!!",neutral
I can't stop crying my family from my perspective! maybe,sad
I'm just checking in my friends I believe  right?,neutral
"Hmm, I'm feeling down my health I suppose I think",sad
I'm really upset about school....,sad
"You know, Honestly, I'm feeling down my day ",sad
"Honestly, I'm feeling down my day  I think",sad
I believe I'm feeling down my friends really,sad
I'm feeling down my friends really in my opinion,sad
"You know, I'm nervous about my family right???",anxious
I'm nervous about my family right??? from my perspective,anxious
I'm so excited about my health?,happy
"Hmm, I'm so frustrated with my past it seems. maybe",angry
"Hmm, I'm so frustrated with my past it seems....",angry
"I believe Listen, I wanted to talk about my health really",neutral
"Listen, I wanted to talk about my health really right?",neutral
"Actually, I can't believe my future I suppose...",angry
I can't believe my future I suppose... in my opinion,angry
"Honestly, Look, I can't stop crying my past from my perspective!!",sad
"You know what, I'm really worried about my health in my opinion...?",anxious
"Honestly, Can we discuss work in my opinion...!",neutral
Can we discuss work in my opinion...! in my opinion,neutral
Can we discuss work in my opinion...!?!,neutral
"Listen, Can we discuss my past you know!?!",neutral
"Honestly, Everything is going well my health I believe right?",happy
"Honestly, Everything is going well my health I believe!!",happy
"So, I can't stop crying my health in my opinion... you know?",sad
"So, I can't stop crying my health in my opinion...?!",sad
"Hmm, I can't stop crying my day as far as I can tell,",sad
I'm nervous about school in my opinion!!,anxious
"Honestly, I'm nervous about my family you know  from my perspective",anxious
I feel like This makes me really mad my relationship...,angry
This makes me really mad my relationship...?!,angry
"Actually, Hmm, I'm nervous about school I believe",anxious
"Hmm, I'm nervous about school I believe I think",anxious
"Hmm, I'm nervous about school I believe!!",anxious
"I think Honestly, I'm really worried about my friends from my perspective",anxious
"Honestly, I'm really worried about my friends from my perspective from my perspective",anxious
"Honestly, I'm really worried about my friends from my perspective...?",anxious
"I feel like Honestly, I'm feeling great today! work I believe.",happy
"Honestly, I'm feeling great today! work I believe. don't you think?",happy
"You know, Look, I'm feeling great today! my relationship quite",happy
"Look, I'm feeling great today! my relationship quite!",happy
"Well, I can't believe school I think from my perspective",angry
"Well, I can't believe school I think...",angry
"In my experience, I can't stop thinking about my relationship!",anxious
I can't stop thinking about my relationship! don't you think?,anxious
I can't stop thinking about my relationship!...?,anxious
"Honestly, Well, I'm really upset about my relationship as far as I can tell...",sad
"Well, I'm really upset about my relationship as far as I can tell... right?",sad
"Well, I'm really upset about my relationship as far as I can tell...?!",sad
I'm just checking in my day...! right?,neutral
I'm just checking in my day...!?!,neutral
"Honestly, I mean, This makes me really mad my health from my perspective??",angry
"I mean, This makes me really mad my health from my perspective?? I think",angry
"I believe So, I'm so frustrated with my family I think...",angry
"You know, Look, I can't believe school if you ask me",angry
"Look, I can't believe school if you ask me maybe",angry
"Look, I can't believe school if you ask me...?",angry
"Maybe Honestly, I wanted to talk about my family",neutral
"Honestly, I wanted to talk about my family...",neutral
"Actually, I'm so excited about my future right?!!",happy
"Honestly, You see, Can we discuss my family.",neutral
"You see, Can we discuss my family. right?",neutral
"Well, Can we discuss school I think right?",neutral
"Well, Can we discuss school I think...",neutral
This makes me really mad my past right? in my opinion,angry
"Well, I'm feeling great today! work wouldn't you say? in my opinion",happy
"Well, I'm feeling great today! work wouldn't you say??!",happy
I can't believe my job if you ask me...! you know?,angry
I can't believe my job if you ask me...!?!,angry
"I think You see, I'm really upset about my future quite",sad
"You see, I'm really upset about my future quite from my perspective",sad
"You see, I can't believe my health you know...!",angry
"In my experience, So, I'm feeling down school I believe,",sad
"I mean, I'm feeling down my day...! maybe",sad
"Listen, I'm really upset about my relationship from my perspective!!",sad
"Hmm, I'm so frustrated with my day really! I think",angry
"I mean, Can we discuss my health in my opinion ",neutral
"You see, This makes me really mad my friends right?",angry
"Maybe I'm so frustrated with school it seems,",angry
"I'm so frustrated with school it seems,!!",angry
"Actually, I'm just checking in my relationship actually",neutral
I'm just checking in my relationship actually from my perspective,neutral
I can't stop thinking about my job as far as I can tell...! I think,anxious
"Hmm, I can't believe my past?!",angry
"Maybe So, I'm feeling down my family right?",sad
"So, I'm feeling down my family right?!",sad
"I feel like Listen, I can't stop thinking about my job I think?!",anxious
"In my experience, I'm so excited about my day right?",happy
I'm so excited about my day right?!!,happy
"I feel like You see, I wanted to talk about my future I think",neutral
"You see, I wanted to talk about my future I think I think",neutral
"I believe Honestly, I'm so excited about my day very",happy
"Honestly, I'm so excited about my day very!!",happy
"Honestly, You know what, I'm feeling great today! my future",happy
"You know what, I'm feeling great today! my future?!",happy
"Honestly, Honestly, I'm so frustrated with my friends",angry
"Honestly, I'm so frustrated with my friends maybe",angry
"Honestly, I'm so frustrated with my friends...",angry
"I believe You know what, I can't stop thinking about school really.",anxious
"Maybe You know what, I wanted to talk about school wouldn't you say? ",neutral
"You know what, I wanted to talk about school wouldn't you say? !!",neutral
"Actually, I'm nervous about my future actually!",anxious
I'm nervous about my future actually!?!,anxious
"You know, To be honest, I can't stop crying my day wouldn't you say?",sad
"In my experience, Look, I'm so excited about my friends I suppose",happy
"Look, I'm so excited about my friends I suppose!!",happy
"Hmm, I can't stop thinking about my health don't you think? I think",anxious
"Hmm, I can't stop thinking about my health don't you think?...",anxious
"Actually, Hey, I can't stop crying my day if you ask me",sad
"Hey, I can't stop crying my day if you ask me?!",sad
I wanted to talk about my day? don't you think?,neutral
"You know, Hey, I'm just checking in my future you know,",neutral
"Hey, I'm just checking in my future you know, I think",neutral
"I'm just checking in my past really,",neutral
"Listen, Everything is going well my health actually don't you think?",happy
"Listen, Everything is going well my health actually!",happy
"Maybe To be honest, I'm really upset about my health if you ask me",sad
"To be honest, I'm really upset about my health if you ask me you know?",sad
This makes me really mad work it seems from my perspective,angry
"Actually, Everything is going well my health if you ask me",happy
Everything is going well my health if you ask me in my opinion,happy
Everything is going well my health if you ask me!!,happy
"I feel like So, This makes me really mad my past...!",angry
"So, This makes me really mad my past...! from my perspective",angry
I'm feeling down my relationship really?! right?,sad
"I believe Actually, I'm nervous about my day actually...",anxious
"Actually, I'm nervous about my day actually... from my perspective",anxious
"I'm nervous about my friends I suppose,",anxious
"I feel like Hey, I'm so frustrated with school right?,",angry
"Hey, I'm so frustrated with school right?, from my perspective",angry
I'm feeling down my relationship you know,sad
"Honestly, To be honest, Everything is going well my past from my perspective??",happy
"To be honest, Everything is going well my past from my perspective??!!",happy
"You see, I'm feeling down my health quite?!",sad
"Actually, I'm really worried about my relationship?!",anxious
"To be honest, I'm feeling down my day don't you think?",sad
I believe I can't stop crying my family I think ,sad
I can't stop crying my family I think ?!,sad
"I believe You see, I wanted to talk about my relationship as far as I can tell...!",neutral
"You see, I wanted to talk about my relationship as far as I can tell...! from my perspective",neutral
"You see, I wanted to talk about my relationship as far as I can tell...!...?",neutral
"I'm really worried about my past I suppose, you know?",anxious
"Look, I'm feeling down my day it seems don't you think?",sad
"Actually, I'm feeling great today! my friends very.",happy
"You see, I'm feeling great today! my health don't you think?",happy
Everything is going well my job very maybe,happy
Everything is going well my job very...,happy
"Actually, I'm really worried about my job really?!",anxious
"Actually, I can't believe my health wouldn't you say?!!",angry
I can't believe my health wouldn't you say?!!...?,angry
"Hmm, I'm so excited about my job",happy
"Hey, I'm feeling great today! work from my perspective you know?",happy
"Hey, I'm feeling great today! work from my perspective...?",happy
"I believe So, I'm really upset about my family I suppose",sad
"So, I'm really upset about my family I suppose...",sad
I wanted to talk about my future from my perspective maybe,neutral
"Listen, I can't believe my relationship it seems??!",angry
"Hey, I can't stop crying my future in my opinion",sad
"Hey, I can't stop crying my future!",sad
"Hmm, Everything is going well my family I believe right?",happy
"Look, I'm feeling great today! my relationship in my opinion??",happy
Can we discuss school it seems?!,neutral
I can't believe my family quite?!?!,angry
"I think You know what, I'm so excited about school don't you think?",happy
I'm nervous about my day I suppose? from my perspective,anxious
I'm nervous about my day I suppose?!!,anxious
"So, Everything is going well my future I think!",happy
"Actually, I can't stop crying my job wouldn't you say?! from my perspective",sad
"Actually, I can't stop crying my job wouldn't you say?!!!",sad
"You know, You see, I'm nervous about my job quite",anxious
"You see, I'm nervous about my job quite in my opinion",anxious
"You see, I'm nervous about my job quite?!",anxious
"Hmm, I'm really worried about my family.!!",anxious
"Actually, Everything is going well my day?",happy
Everything is going well my day?...?,happy
Can we discuss my job as far as I can tell,neutral
"You know, I'm so frustrated with my family very",angry
"You know, You know what, I'm just checking in my past I suppose",neutral
"You know what, I'm just checking in my past I suppose!!",neutral
"In my experience, Actually, I'm just checking in my family wouldn't you say?",neutral
"Actually, I'm just checking in my family wouldn't you say?!",neutral
"You see, I'm just checking in my relationship quite",neutral
I can't stop crying my family I think... from my perspective,sad
"In my experience, I mean, I'm so frustrated with my friends as far as I can tell",angry
"Honestly, I wanted to talk about my relationship I believe ",neutral
I'm really worried about my job right??? in my opinion,anxious
I'm really worried about my job right???...,anxious
"Honestly, I can't stop thinking about my past wouldn't you say? in my opinion",anxious
"Maybe Actually, I'm really worried about work wouldn't you say?",anxious
"Actually, I'm really worried about work wouldn't you say? in my opinion",anxious
"Actually, I'm really worried about work wouldn't you say??!",anxious
"Actually, Actually, Everything is going well my family wouldn't you say?",happy
"Actually, Everything is going well my family wouldn't you say? don't you think?",happy
I think I can't stop crying my job actually!!,sad
I can't stop crying my job actually!! right?,sad
I can't stop crying my job actually!!!,sad
"Maybe Honestly, I'm so excited about my job right??",happy
"I think Honestly, I'm feeling great today! my future in my opinion ",happy
"Honestly, I'm feeling great today! my future in my opinion ...",happy
I think I'm feeling down my family really?,sad
I'm feeling down my family really? maybe,sad
"I believe You know what, I'm really upset about my past",sad
"To be honest, I'm feeling down my family in my opinion",sad
"To be honest, I'm feeling down my family!!",sad
"Honestly, I wanted to talk about my relationship from my perspective...! I think",neutral
"Actually, I'm just checking in my friends I believe?!...?",neutral
"Hey, I'm so excited about my relationship from my perspective?!",happy
"Honestly, Well, I'm so excited about my day don't you think?",happy
I think This makes me really mad my future you know!!,angry
This makes me really mad my future you know!! from my perspective,angry
This makes me really mad my future you know!!?!,angry
"Honestly, I'm really upset about my family...!",sad
I'm really upset about my family...! from my perspective,sad
I'm really upset about my family...!!,sad
"In my experience, I can't stop crying my job if you ask me!!",sad
I can't stop crying my job if you ask me!! I think,sad
I feel like Everything is going well my friends right?.,happy
Everything is going well my friends right?. right?,happy
Everything is going well my friends right?.!!,happy
"You see, I'm really worried about my past?? maybe",anxious
I'm nervous about my past in my opinion?!,anxious
"Actually, Can we discuss my future quite",neutral
Can we discuss my future quite...,neutral
"Hmm, I'm feeling great today! my friends I think...! you know?",happy
"In my experience, I'm so excited about my family quite?!",happy
I'm so excited about my family quite?! don't you think?,happy
I can't stop thinking about my relationship I believe?!!!,anxious
"Look, I can't stop crying my health in my opinion you know?",sad
"Well, I wanted to talk about my past I suppose don't you think?",neutral
"Well, I wanted to talk about my past I suppose!",neutral
Maybe I'm feeling great today! my day I think??,happy
I'm feeling great today! my day I think??!!,happy
"In my experience, Look, I'm so frustrated with my relationship you know",angry
"Look, I'm so frustrated with my relationship you know from my perspective",angry
"Honestly, Listen, I can't stop thinking about my day",anxious
"Listen, I can't stop thinking about my day!",anxious
"Maybe Well, This makes me really mad my future actually",angry
"I think Listen, I'm just checking in my friends right??!",neutral
"Listen, I'm just checking in my friends right??!...?",neutral
This makes me really mad work? right?,angry
I wanted to talk about my future right??!,neutral
"Actually, Actually, I'm nervous about my day actually",anxious
"Actually, I'm nervous about my day actually from my perspective",anxious
"You know what, I'm feeling down work I believe....",sad
Can we discuss my day really...!,neutral
"Honestly, I can't stop thinking about school don't you think??",anxious
I can't stop thinking about school don't you think???!,anxious
I wanted to talk about my relationship wouldn't you say??! you know?,neutral
I wanted to talk about my relationship wouldn't you say??!...?,neutral
Maybe I can't stop crying my friends if you ask me??,sad
I can't stop crying my friends if you ask me?? right?,sad
I can't stop crying my friends if you ask me???!,sad
"In my experience, I'm nervous about work ",anxious
I'm nervous about work ...?,anxious
"Actually, I'm nervous about my family if you ask me. don't you think?",anxious
I'm feeling down my day don't you think?!! in my opinion,sad
I'm feeling down my day don't you think?!!...,sad
I can't stop crying my future if you ask me.,sad
"So, I'm just checking in my health.",neutral
"You know what, I can't believe my friends don't you think? I think",angry
"Look, I'm nervous about work",anxious
"I believe Listen, Everything is going well my past ",happy
"Listen, Everything is going well my past !!",happy
I'm feeling great today! my relationship quite ,happy
This makes me really mad school I think??,angry
"Honestly, I can't stop thinking about work from my perspective",anxious
"I'm feeling down my future actually, don't you think?",sad
"I'm feeling down my future actually,!!",sad
"Look, I'm just checking in my health from my perspective right?",neutral
"Look, I'm just checking in my health from my perspective!",neutral
"In my experience, So, I'm feeling great today! my family quite",happy
"Hmm, I can't stop crying my job really",sad
Can we discuss my health...! in my opinion,neutral
Can we discuss my health...!...,neutral
"Actually, I'm just checking in my family actually right?",neutral
"To be honest, I'm feeling down my family don't you think?",sad
"Hey, I'm feeling down work quite...?",sad
I feel like I can't stop crying my health actually??,sad
I can't stop crying my health actually??...?,sad
I'm so excited about my friends as far as I can tell don't you think?,happy
I'm so excited about my friends as far as I can tell!,happy
"In my experience, I mean, I'm nervous about my family you know?!",anxious
"I mean, I'm nervous about my family you know?! don't you think?",anxious
"Well, I wanted to talk about my job I think...!...",neutral
"Actually, I mean, Everything is going well school really!!",happy
"I mean, Everything is going well school really!!...?",happy
I can't stop crying my friends quite maybe,sad
I think I can't believe my relationship as far as I can tell...,angry
"To be honest, I can't believe my past right? don't you think?",angry
"To be honest, I can't believe my past right?...",angry
"Actually, You know what, I'm really upset about my job actually,",sad
"I'm feeling great today! my past,",happy
This makes me really mad my family don't you think? !!,angry
I'm so frustrated with my health you know......?,angry
"Honestly, Listen, I can't stop thinking about my family from my perspective...",anxious
"Listen, I can't stop thinking about my family from my perspective... maybe",anxious
"Honestly, I'm nervous about my health from my perspective",anxious
"To be honest, I'm just checking in my health very...",neutral
"Maybe So, I can't believe my health as far as I can tell",angry
"So, I can't believe my health as far as I can tell maybe",angry
"You know, I mean, Can we discuss work",neutral
"You know what, I'm really upset about my day from my perspective",sad
"To be honest, I can't stop crying my future you know!...",sad
"I believe Hey, I'm so frustrated with my day I suppose ",angry
"Hey, I'm so frustrated with my day I suppose !",angry
"In my experience, I can't stop thinking about my health very?!",anxious
I can't stop thinking about my health very?! you know?,anxious
I can't stop thinking about my health very?!?!,anxious
"I think I'm so frustrated with my job,",angry
"I'm so frustrated with my job, I think",angry
"I'm so frustrated with my job,!",angry
"Actually, I'm just checking in my job actually??",neutral
I'm just checking in my job actually?? in my opinion,neutral
I'm just checking in my job actually??...,neutral
"You know, I'm so frustrated with work.",angry
I'm so frustrated with work.?!,angry
I can't believe my past you know,angry
"I mean, I'm really upset about my relationship don't you think?!",sad
"Honestly, I'm just checking in my family I think.",neutral
I can't stop thinking about my friends in my opinion maybe,anxious
"Honestly, Honestly, I can't stop thinking about my health,",anxious
"Honestly, I can't stop thinking about my health,!!",anxious
I'm just checking in my future!! from my perspective,neutral
"Hmm, I can't stop thinking about my friends wouldn't you say? from my perspective",anxious
I feel like I'm just checking in my friends actually?,neutral
I'm just checking in my friends actually? you know?,neutral
Maybe I can't believe my health I think?,angry
I can't believe my health I think? from my perspective,angry
Maybe I wanted to talk about my future don't you think?,neutral
I wanted to talk about my future don't you think? you know?,neutral
I wanted to talk about my future don't you think?!!,neutral
Everything is going well work ,happy
I can't believe my job very  don't you think?,angry
I can't believe my job very ...,angry
"Actually, I'm really worried about my friends I suppose!",anxious
"Honestly, I'm so frustrated with my day actually",angry
I'm so frustrated with my day actually!!,angry
Everything is going well my family it seems in my opinion,happy
"I think I mean, I'm really upset about work",sad
"Honestly, I'm nervous about my friends it seems",anxious
I'm nervous about my friends it seems I think,anxious
"I feel like You see, I'm so excited about my relationship actually?",happy
"You see, I'm so excited about my relationship actually? from my perspective",happy
"You see, I'm so excited about my relationship actually?!!",happy
"Well, I can't believe my past",angry
"Maybe You see, I'm just checking in school actually",neutral
"You see, I'm just checking in school actually I think",neutral
"You see, I'm just checking in school actually...",neutral
"Actually, Actually, I can't stop thinking about work wouldn't you say?",anxious
"Actually, I can't stop thinking about work wouldn't you say? in my opinion",anxious
"Actually, I can't stop thinking about work wouldn't you say?...",anxious
"So, Everything is going well my past quite",happy
"Look, I wanted to talk about work it seems, you know?",neutral
"Look, I wanted to talk about work it seems,?!",neutral
"Actually, I'm feeling down my health you know ...?",sad
"I think Honestly, I can't stop thinking about my family wouldn't you say?",anxious
"Honestly, I can't stop thinking about my family wouldn't you say? from my perspective",anxious
"Honestly, I can't stop thinking about my family wouldn't you say?!",anxious
"Actually, Can we discuss my family wouldn't you say?",neutral
Can we discuss my family wouldn't you say? from my perspective,neutral
Can we discuss my family wouldn't you say?!!,neutral
I believe I'm really worried about work I believe,anxious
I'm really worried about work I believe?!,anxious
"Listen, I'm just checking in school?!!!",neutral
"Honestly, I mean, Can we discuss my friends as far as I can tell",neutral
"I mean, Can we discuss my friends as far as I can tell you know?",neutral
"I mean, Can we discuss my friends as far as I can tell...",neutral
"Well, I'm really upset about my family if you ask me",sad
"I believe Listen, I'm just checking in my past very",neutral
"To be honest, I'm so excited about school you know...?",happy
"Maybe Listen, I wanted to talk about school don't you think? ",neutral
"Listen, I wanted to talk about school don't you think?  in my opinion",neutral
"Listen, I can't stop crying my health wouldn't you say?, maybe",sad
I can't stop crying my health as far as I can tell...!,sad
"Well, Everything is going well school I believe I think",happy
I believe I can't stop crying my future?!,sad
I can't stop crying my future?!...,sad
"I feel like Hey, Can we discuss work in my opinion.",neutral
"Hey, Can we discuss work in my opinion. maybe",neutral
"Hey, Can we discuss work in my opinion.!",neutral
"You know, This makes me really mad my past if you ask me!!",angry
This makes me really mad my past if you ask me!!...,angry
"In my experience, Listen, I can't stop thinking about my relationship you know ",anxious
"Listen, I can't stop thinking about my relationship you know  in my opinion",anxious
"Listen, I can't stop thinking about my relationship you know !",anxious
"Actually, I'm feeling down my health?!",sad
"Well, I'm really worried about work don't you think?",anxious
"Listen, I can't stop crying my friends I think in my opinion",sad
"Listen, I can't stop crying my friends I think?!",sad
"Hey, I wanted to talk about my family???!",neutral
"Actually, Hey, I'm feeling down my job as far as I can tell??",sad
"Hey, I'm feeling down my job as far as I can tell?? I think",sad
"Hey, I'm feeling down my job as far as I can tell??!!",sad
I'm feeling down my health ...?,sad
I can't stop crying my future??...,sad
"Actually, Everything is going well my job really from my perspective",happy
"Actually, Everything is going well my job really?!",happy
"Well, I'm nervous about school?! right?",anxious
"Well, I'm nervous about school?!!!",anxious
"Actually, This makes me really mad my family?!",angry
"Look, I'm so excited about work really",happy
"Honestly, I can't believe my past you know,",angry
"I can't believe my past you know, you know?",angry
"Hey, I'm feeling great today! school I suppose!!",happy
"Hmm, This makes me really mad my health right?",angry
I can't stop thinking about my health as far as I can tell...,anxious
"Well, I'm really worried about my day right? maybe",anxious
"Well, I'm really worried about my day right?...?",anxious
This makes me really mad work right?...,angry
"Can we discuss work it seems, you know?",neutral
"Can we discuss work it seems,!!",neutral
I can't stop crying my day? I think,sad
"You know, So, I'm so excited about my family wouldn't you say?",happy
"So, I'm so excited about my family wouldn't you say? in my opinion",happy
"Honestly, Actually, I'm feeling great today! my friends I think",happy
"Actually, I'm nervous about my family right?!",anxious
